Gene	sgRNA	Pmel1_Input|beta	Pmel1_Input|z	Pmel1_Input|p-value	Pmel1_Input|fdr	Pmel1_Input|wald-p-value	Pmel1_Input|wald-fdr	Pmel1_Ctrl|beta	Pmel1_Ctrl|z	Pmel1_Ctrl|p-value	Pmel1_Ctrl|fdr	Pmel1_Ctrl|wald-p-value	Pmel1_Ctrl|wald-fdr	Pmel1|beta	Pmel1|z	Pmel1|p-value	Pmel1|fdr	Pmel1|wald-p-value	Pmel1|wald-fdr
Setdb1	4	-0.070087	-0.29106	0.83543	0.9819	0.77101	0.99994	-0.092503	-0.37635	0.22475	0.86858	0.70666	1	-0.55458	-2.2514	0.49347	0.96377	0.024361	0.095822
Zfp869	4	-0.076716	-0.2778	0.8093	0.9779	0.78117	0.99994	-0.01157	-0.041186	0.90389	0.99524	0.96715	1	-0.82756	-2.9444	0.17372	0.91537	0.0032357	0.026285
Zdhhc9	4	-0.028094	-0.098854	0.99705	0.99949	0.92125	0.99994	-0.074773	-0.25892	0.34648	0.93625	0.7957	1	-0.99244	-3.437	0.08493	0.81293	0.00058826	0.0089845
Polr1e	4	-1.7785	-3.563	0.0002033	0.0047962	0.00036664	0.012957	0.059851	0.11773	0.1726	0.82208	0.90628	1	-0.40805	-0.80242	0.7756	0.98688	0.42231	0.61864
Samt4	4	0.1764	0.98324	0.17845	0.6012	0.32549	0.99994	0.038948	0.21273	0.31807	0.93395	0.83154	1	-0.31275	-1.7076	0.9905	0.99908	0.087715	0.22358
BC053393	4	-0.013816	-0.064526	0.94175	0.99254	0.94855	0.99994	0.052068	0.23913	0.21799	0.86095	0.811	1	-0.3795	-1.7425	0.83792	0.99453	0.081423	0.21233
Adgrf5	4	0.018168	0.067818	0.79898	0.97557	0.94593	0.99994	-0.03945	-0.14499	0.72432	0.98741	0.88472	1	-1.0333	-3.7982	0.070496	0.78032	0.00014578	0.0036724
Smim23	4	-0.024212	-0.16493	0.98628	0.99733	0.869	0.99994	-0.084636	-0.56699	0.27344	0.91248	0.57072	1	-0.17724	-1.1871	0.69626	0.98021	0.23517	0.42724
Dusp18	4	-0.15657	-0.78978	0.55954	0.91512	0.42966	0.99994	0.14587	0.72322	0.0049301	0.15062	0.46954	1	-0.85527	-4.2395	0.15553	0.90348	2.2398e-05	0.0011566
Hist1h3b	4	-0.93927	-1.3611	0.0072173	0.07618	0.17348	0.99994	-0.15561	-0.21635	0.034358	0.4701	0.82872	1	-0.11396	-0.15793	0.55766	0.96858	0.87451	0.94857
Hist2h3c1	4	-1.8975	-2.4931	0.00015248	0.0047962	0.012664	0.22207	-0.44514	-0.57412	5.0826e-05	0.0081301	0.56589	1	-0.0011201	-0.0014443	0.34531	0.93533	0.99885	1
Mrpl41	4	-2.0793	-4.3165	0.00010165	0.0038462	1.5854e-05	0.00089124	-0.28832	-0.59008	0.00066074	0.038462	0.55514	1	-0.00072425	-0.0014817	0.34475	0.93533	0.99882	1
Ccdc51	4	-0.17146	-0.9374	0.52056	0.89487	0.34855	0.99994	0.015544	0.083153	0.55044	0.98049	0.93373	1	-0.18725	-1.0008	0.71792	0.98289	0.31694	0.51742
Kank3	4	-0.27255	-0.77516	0.31131	0.75994	0.43825	0.99994	0.012839	0.035726	0.5847	0.98614	0.9715	1	-0.28852	-0.80192	0.9537	0.99908	0.4226	0.61884
Anapc5	4	-1.0113	-1.9302	0.0046252	0.054361	0.053582	0.63854	0.030628	0.056613	0.39126	0.94431	0.95485	1	-0.13839	-0.25555	0.60834	0.97113	0.7983	0.90252
Lsm8	4	-2.093	-3.9713	0.00010165	0.0038462	7.1486e-05	0.0031893	0.1678	0.31388	0.0019822	0.084233	0.75361	1	-0.46511	-0.86977	0.65388	0.97855	0.38442	0.58284
Dstn	4	0.18504	0.85941	0.15726	0.56471	0.39011	0.99994	0.056377	0.25618	0.19304	0.84138	0.79781	1	-0.5157	-2.341	0.55954	0.96858	0.019232	0.081813
Tmem241	4	0.0097624	0.032838	0.83741	0.98259	0.9738	0.99994	0.020738	0.068415	0.49316	0.97066	0.94546	1	-0.65453	-2.1551	0.34882	0.93742	0.031151	0.11242
Olfr1389	4	0.18654	1.4039	0.15334	0.55637	0.16035	0.99994	-0.091425	-0.6732	0.23085	0.87582	0.50082	1	-0.33474	-2.4623	0.9414	0.99908	0.013804	0.065935
Wwox	4	-0.0086952	-0.05306	0.9198	0.99254	0.95768	0.99994	-0.034672	-0.20778	0.78465	0.98741	0.8354	1	-0.43349	-2.5947	0.72244	0.98289	0.0094687	0.052008
Sap30l	4	0.18075	0.72827	0.16793	0.5821	0.46645	0.99994	0.087842	0.34557	0.065108	0.61902	0.72967	1	-0.48352	-1.8996	0.61896	0.97256	0.05749	0.16825
Pdrg1	4	-1.7639	-3.3845	0.0002033	0.0047962	0.00071302	0.022347	-0.009864	-0.018543	0.8798	0.99266	0.98521	1	-0.3959	-0.74387	0.80366	0.99194	0.45695	0.64731
Khnyn	4	-0.03854	-0.13582	0.95385	0.99289	0.89197	0.99994	-0.074782	-0.25827	0.34643	0.93625	0.7962	1	0.029497	0.10185	0.29743	0.93533	0.91888	0.97476
Sik3	4	0.20842	0.80434	0.1078	0.45761	0.4212	0.99994	0.12295	0.46448	0.014079	0.29689	0.6423	1	-0.96648	-3.6511	0.095705	0.83348	0.00026111	0.0053902
Sebox	4	0.028008	0.12622	0.75344	0.96504	0.89956	0.99994	-0.025492	-0.11271	0.9076	0.99524	0.91026	1	-0.35458	-1.5661	0.89428	0.99908	0.11733	0.27136
Rhobtb1	4	0.25621	0.94011	0.047217	0.28169	0.34716	0.99994	0.065034	0.23298	0.14572	0.79413	0.81578	1	-0.40925	-1.4644	0.77347	0.98688	0.14308	0.30879
Dtwd1	4	0.020927	0.077746	0.78663	0.97349	0.93803	0.99994	-0.012871	-0.04674	0.92091	0.99601	0.96272	1	-0.9963	-3.5962	0.083151	0.8087	0.00032294	0.006139
Cryba1	4	0.012553	0.060988	0.82521	0.98027	0.95137	0.99994	0.014915	0.07101	0.55878	0.98069	0.94339	1	-0.60231	-2.8607	0.42008	0.9557	0.0042271	0.031388
Kras	4	-0.17919	-0.48004	0.50033	0.88359	0.6312	0.99994	0.02526	0.065676	0.4459	0.9681	0.94764	1	-0.34088	-0.88223	0.92651	0.99908	0.37765	0.5764
Phldb2	4	0.19473	0.76102	0.13469	0.52248	0.44664	0.99994	-0.0025023	-0.0095415	0.7752	0.98741	0.99239	1	-0.13215	-0.50346	0.59476	0.97041	0.61464	0.77624
Por	4	0.04378	0.19996	0.67924	0.94903	0.84151	0.99994	-0.017832	-0.079901	0.98907	0.99898	0.93632	1	-0.32182	-1.4409	0.97072	0.99908	0.14962	0.3178
Manf	4	-0.1396	-0.55299	0.606	0.93185	0.58027	0.99994	-0.096142	-0.37256	0.2028	0.85155	0.70948	1	-0.63219	-2.4413	0.37708	0.94249	0.014635	0.068674
Hist1h2ak	4	-0.5317	-1.1939	0.070343	0.36042	0.23253	0.99994	-0.21125	-0.46184	0.0053367	0.16006	0.6442	1	-0.33285	-0.72555	0.94536	0.99908	0.46811	0.6583
Chn2	4	-0.08897	-0.28908	0.7664	0.96791	0.77252	0.99994	0.10053	0.31982	0.039187	0.50097	0.74911	1	-0.59234	-1.8802	0.43537	0.95696	0.060078	0.17303
Pstk	4	-0.46083	-1.2146	0.10455	0.45315	0.22453	0.99994	-0.063078	-0.16345	0.45921	0.9681	0.87016	1	-0.99296	-2.5711	0.084676	0.81293	0.010138	0.054296
Olfr1020	4	0.043085	0.16976	0.68208	0.94929	0.8652	0.99994	-0.023767	-0.092067	0.92976	0.99628	0.92664	1	-0.28687	-1.1111	0.94938	0.99908	0.26653	0.46384
Vdac1	4	-0.44972	-1.1042	0.11243	0.47084	0.26949	0.99994	-0.24087	-0.57948	0.0022363	0.088757	0.56226	1	-1.3989	-3.3604	0.011588	0.48511	0.0007783	0.010716
Ebf1	4	0.39795	1.0578	0.0012706	0.020678	0.29016	0.99994	-0.010841	-0.028116	0.89342	0.99474	0.97757	1	-0.16757	-0.43438	0.67385	0.979	0.66401	0.81072
Olfr685	4	0.17053	0.75873	0.19355	0.62336	0.44801	0.99994	0.046535	0.20258	0.25809	0.90197	0.83946	1	-0.27373	-1.1903	0.91944	0.99908	0.23394	0.42568
Pik3r3	4	-0.11424	-0.39124	0.68107	0.94903	0.69562	0.99994	0.03358	0.11298	0.36452	0.93726	0.91005	1	0.10965	0.36889	0.19614	0.92481	0.71221	0.84466
Cdrt4	4	0.21343	1.2576	0.10119	0.44521	0.20855	0.99994	-0.0029873	-0.017147	0.78221	0.98741	0.98632	1	-0.39732	-2.2735	0.80081	0.99194	0.022999	0.092309
Stx8	4	-0.030178	-0.098123	0.98917	0.99851	0.92184	0.99994	-0.12863	-0.40952	0.079543	0.66244	0.68216	1	-0.63044	-2.0011	0.37901	0.94249	0.045386	0.144
Brms1	4	-0.25978	-0.88694	0.33271	0.77734	0.37511	0.99994	-0.045215	-0.14998	0.65438	0.98741	0.88078	1	0.44661	1.4856	0.023532	0.59742	0.13739	0.30049
Ddx17	4	-0.74589	-1.9718	0.021296	0.16687	0.048637	0.59808	-0.10225	-0.26472	0.17072	0.81967	0.79123	1	-1.0312	-2.6675	0.070953	0.78032	0.0076414	0.045421
Prkacb	4	0.030578	0.13048	0.74043	0.96199	0.89619	0.99994	0.033882	0.1417	0.36254	0.93726	0.88732	1	-0.43725	-1.8269	0.71385	0.98266	0.06771	0.18738
Ctnna3	4	-0.038152	-0.16791	0.95563	0.99289	0.86665	0.99994	-0.015975	-0.069059	0.96239	0.99628	0.94494	1	-0.103	-0.44511	0.53479	0.96626	0.65624	0.80516
Olfr1076	4	0.1213	0.61043	0.3478	0.78955	0.54157	0.99994	-0.007401	-0.036509	0.84254	0.98831	0.97088	1	0.16164	0.79746	0.14623	0.90147	0.42518	0.62058
Olfr1276	4	0.15052	0.76732	0.24849	0.69411	0.44289	0.99994	0.01636	0.081799	0.5414	0.97788	0.93481	1	-0.70743	-3.5348	0.28452	0.93533	0.00040801	0.0071421
Cdk14	4	0.14176	0.54236	0.27639	0.72673	0.58757	0.99994	0.032381	0.12123	0.37621	0.94034	0.90351	1	-0.85912	-3.2077	0.15263	0.90249	0.001338	0.014865
Olfr575	4	0.1829	0.78788	0.16325	0.57619	0.43077	0.99994	-0.01082	-0.045604	0.89327	0.99474	0.96363	1	-0.48468	-2.0399	0.61637	0.9723	0.041363	0.13532
Ttc19	4	-0.30326	-1.0905	0.2648	0.71233	0.27549	0.99994	0.087145	0.30697	0.066582	0.62524	0.75886	1	-0.34147	-1.2016	0.92508	0.99908	0.2295	0.42052
Tars2	4	-0.84822	-1.7368	0.012147	0.11158	0.082417	0.85076	-0.090081	-0.18017	0.23873	0.88071	0.85702	1	-0.90374	-1.8048	0.12574	0.87571	0.071101	0.19354
Olfr123	4	-0.033599	-0.15566	0.97281	0.99465	0.8763	0.99994	-0.024483	-0.1115	0.92061	0.99601	0.91122	1	-0.34896	-1.5883	0.90836	0.99908	0.11223	0.26364
Alg14	4	-1.4233	-2.756	0.00040661	0.0077973	0.0058508	0.12351	-0.18274	-0.34775	0.014587	0.30052	0.72803	1	0.094991	0.18069	0.21215	0.93255	0.85661	0.93804
Gm5916	4	0.12113	0.77662	0.34826	0.7897	0.43738	0.99994	0.012593	0.079045	0.58734	0.98614	0.937	1	-0.53801	-3.3722	0.52158	0.96626	0.00074565	0.010514
9230110F15Rik	4	0.26741	0.90851	0.038119	0.24614	0.36361	0.99994	-0.13291	-0.43981	0.070394	0.6352	0.66007	1	-0.36446	-1.2014	0.87197	0.99624	0.22961	0.42059
Ythdf1	4	-0.055631	-0.21374	0.88783	0.98874	0.83075	0.99994	0.03868	0.14575	0.31985	0.93395	0.88412	1	-0.63688	-2.396	0.37072	0.94249	0.016576	0.074253
Fkbp5	4	-0.25067	-0.79483	0.34877	0.79001	0.42671	0.99994	-0.031641	-0.097995	0.82384	0.98741	0.92194	1	-1.0609	-3.2695	0.063075	0.76937	0.0010775	0.013094
P4hb	4	-0.27717	-1.0975	0.30328	0.75104	0.27241	0.99994	0.020091	0.077474	0.49992	0.97267	0.93825	1	-0.24035	-0.92537	0.84529	0.99551	0.35477	0.55469
1110059E24Rik	4	0.19105	0.70116	0.14226	0.53703	0.4832	0.99994	-0.046229	-0.16611	0.64173	0.98642	0.86807	1	-0.9336	-3.3513	0.11039	0.85411	0.00080445	0.010953
Actg1	4	-1.086	-2.3138	0.0028463	0.037358	0.02068	0.31887	0.033578	0.070195	0.36452	0.93726	0.94404	1	-0.44619	-0.93236	0.69235	0.98021	0.35115	0.55078
Cyp1a1	4	0.0048028	0.023846	0.86038	0.98625	0.98098	0.99994	0.04511	0.21994	0.26872	0.90873	0.82592	1	-0.59499	-2.8996	0.43136	0.95696	0.0037364	0.02884
H2al3	4	0.27512	1.1873	0.033139	0.22639	0.23511	0.99994	0.0068702	0.029003	0.65535	0.98741	0.97686	1	0.013955	0.05891	0.32335	0.93533	0.95302	0.99247
9130011E15Rik	4	-1.0025	-2.0248	0.0047776	0.055952	0.042883	0.54787	-0.076606	-0.15162	0.33296	0.93497	0.87949	1	-0.54082	-1.0699	0.51665	0.96626	0.28465	0.48364
Mnd1	4	0.067046	0.34467	0.57255	0.91914	0.73034	0.99994	-0.016216	-0.081791	0.9662	0.99661	0.93481	1	-0.092897	-0.46841	0.51553	0.96626	0.63949	0.79431
Tnnc2	4	-0.010482	-0.043133	0.92686	0.99254	0.9656	0.99994	0.03962	0.16006	0.31222	0.93105	0.87284	1	-0.21557	-0.87026	0.78582	0.98837	0.38416	0.58266
Diaph3	4	0.13093	0.43032	0.3138	0.76161	0.66696	0.99994	-0.089728	-0.28942	0.24102	0.88338	0.77226	1	-1.005	-3.2392	0.080559	0.80462	0.0011988	0.013887
Gpr87	4	-0.019723	-0.11553	0.96686	0.99406	0.90802	0.99994	0.049682	0.28562	0.23543	0.88071	0.77517	1	-0.22179	-1.2744	0.8001	0.99194	0.20254	0.38802
D130040H23Rik	4	0.02574	0.17367	0.76366	0.96736	0.86213	0.99994	0.019512	0.12907	0.50714	0.97267	0.8973	1	-0.34739	-2.2963	0.91187	0.99908	0.021659	0.088584
Dcp1b	4	0.091526	0.40928	0.46358	0.86373	0.68233	0.99994	0.050292	0.22049	0.2305	0.87498	0.82549	1	-0.16149	-0.70783	0.66089	0.979	0.47905	0.6677
Gdap1	4	0.048143	0.30049	0.65875	0.94349	0.76381	0.99994	-0.02249	-0.13757	0.94841	0.99628	0.89058	1	-0.32892	-2.0099	0.95431	0.99908	0.044443	0.14197
Blnk	4	0.046545	0.18847	0.66618	0.94542	0.85051	0.99994	-0.064836	-0.25669	0.44142	0.9669	0.79742	1	-0.67548	-2.6659	0.32244	0.93533	0.0076788	0.045561
Iqcf5	4	-0.12485	-0.41285	0.64691	0.93982	0.67972	0.99994	0.038057	0.12338	0.32498	0.93395	0.90181	1	0.054964	0.17821	0.26109	0.93533	0.85855	0.93933
Sema3e	4	-0.002595	-0.01101	0.89225	0.98985	0.99122	0.99994	-0.056154	-0.23377	0.53001	0.97299	0.81517	1	-0.22109	-0.91983	0.79812	0.99104	0.35766	0.55703
Olfr1453	4	0.17047	0.61895	0.1936	0.62336	0.53595	0.99994	-0.062773	-0.22327	0.46201	0.9681	0.82333	1	-0.40032	-1.4221	0.7939	0.98992	0.15501	0.32636
Ccdc126	4	-0.11421	-0.7432	0.68117	0.94903	0.45736	0.99994	0.004329	0.027657	0.68676	0.98741	0.97794	1	-0.35859	-2.2888	0.88518	0.99823	0.022088	0.089735
2010109I03Rik	4	0.18519	1.0713	0.15675	0.5638	0.28405	0.99994	0.028645	0.16156	0.41179	0.95692	0.87165	1	-0.2102	-1.1835	0.77184	0.98688	0.2366	0.42865
Zfp263	4	0.033603	0.19443	0.72706	0.95923	0.84584	0.99994	-0.061314	-0.3491	0.47639	0.96838	0.72702	1	-0.61727	-3.5141	0.397	0.9479	0.00044122	0.0075256
Zfp975	4	-0.11864	-0.42601	0.66648	0.94542	0.6701	0.99994	-0.071762	-0.25071	0.37164	0.93852	0.80204	1	-0.0027782	-0.009697	0.34806	0.93654	0.99226	1
Olfr912	4	-0.068252	-0.23658	0.84198	0.9831	0.81298	0.99994	-0.0050878	-0.01723	0.80981	0.98741	0.98625	1	-1.5115	-5.0899	0.0065057	0.42244	3.5828e-07	6.2939e-05
Tlr9	4	0.15084	0.81835	0.24747	0.6931	0.41316	0.99994	0.07799	0.41003	0.092706	0.70031	0.68178	1	-0.082784	-0.43516	0.49489	0.96377	0.66345	0.81026
Zfp976	4	-0.011579	-0.060412	0.93149	0.99254	0.95183	0.99994	-0.017197	-0.088196	0.98018	0.99814	0.92972	1	-0.33184	-1.7011	0.94765	0.99908	0.088923	0.2259
Lyg1	4	0.117	0.6581	0.36539	0.80414	0.51048	0.99994	0.046295	0.2547	0.25972	0.90219	0.79895	1	0.13035	0.7173	0.17469	0.91598	0.47319	0.66282
Pafah1b2	4	-0.50499	-1.486	0.081728	0.39172	0.13728	0.99994	-0.28862	-0.83399	0.00066074	0.038462	0.40428	1	-0.58925	-1.7023	0.44	0.95696	0.088705	0.22553
Mterf1b	4	-0.4693	-1.1902	0.099873	0.44167	0.23399	0.99994	-0.015875	-0.039478	0.96107	0.99628	0.96851	1	-0.71938	-1.7871	0.27105	0.93533	0.073919	0.19887
Myl3	4	0.24184	0.85461	0.061499	0.33278	0.39277	0.99994	0.068739	0.23696	0.12966	0.77148	0.81269	1	-0.14683	-0.50592	0.62714	0.97488	0.61291	0.7751
Ophn1	4	0.25763	1.3634	0.04554	0.27451	0.17275	0.99994	-0.037837	-0.19585	0.74424	0.98741	0.84473	1	-0.43122	-2.2287	0.72676	0.98391	0.025837	0.099596
Myl4	4	0.18237	0.56148	0.16422	0.57716	0.57447	0.99994	0.056694	0.1704	0.19111	0.84009	0.8647	1	-0.36271	-1.0887	0.87598	0.99624	0.2763	0.47449
Peg10	4	0.040971	0.17266	0.69291	0.95249	0.86292	0.99994	-0.053508	-0.22143	0.55842	0.98069	0.82476	1	-0.27321	-1.1297	0.91832	0.99908	0.2586	0.45501
Josd2	4	-0.082692	-0.61377	0.78734	0.97349	0.53937	0.99994	0.039818	0.28896	0.3106	0.93032	0.77261	1	0.02425	0.17604	0.30577	0.93533	0.86026	0.94023
Ackr2	4	0.032549	0.20135	0.73174	0.95986	0.84043	0.99994	-0.069376	-0.4211	0.39355	0.94626	0.67368	1	-0.49419	-2.9971	0.59853	0.97041	0.002726	0.023517
Epdr1	4	-0.0064816	-0.030292	0.90948	0.99092	0.97583	0.99994	0.045161	0.20761	0.26836	0.90784	0.83553	1	-0.14308	-0.65768	0.6187	0.97256	0.51074	0.69447
Kif23	4	-1.2235	-2.3888	0.0014231	0.021807	0.016905	0.27636	0.042269	0.080817	0.29144	0.92268	0.93559	1	-1.0234	-1.9558	0.073748	0.78778	0.050488	0.15461
Csf1r	4	-0.045105	-0.19962	0.92834	0.99254	0.84178	0.99994	0.055563	0.24151	0.19766	0.84709	0.80916	1	-0.43987	-1.9099	0.70694	0.98131	0.05614	0.16578
Zfp932	4	-0.45689	-0.97242	0.10699	0.45711	0.33084	0.99994	0.047296	0.098683	0.2525	0.89805	0.92139	1	-0.13285	-0.2771	0.59634	0.97041	0.7817	0.89156
Olfr1424	4	0.066662	0.27588	0.57428	0.91951	0.78264	0.99994	-0.051801	-0.2103	0.5784	0.98614	0.83343	1	-0.32216	-1.3068	0.97001	0.99908	0.19126	0.37381
Narfl	4	-1.4301	-2.8438	0.00040661	0.0077973	0.0044583	0.099565	-0.1533	-0.29838	0.037103	0.48862	0.76541	1	-0.78677	-1.5312	0.20712	0.93117	0.12572	0.28459
Mdfi	4	0.051281	0.54599	0.64417	0.93949	0.58508	0.99994	-0.013864	-0.14471	0.93428	0.99628	0.88494	1	0.013009	0.13576	0.32457	0.93533	0.89201	0.95908
Nol6	4	-1.349	-2.2515	0.00066074	0.01184	0.024354	0.36027	-0.15046	-0.24421	0.040407	0.50864	0.80707	1	-1.1186	-1.8113	0.047522	0.73891	0.070091	0.19172
Vmn2r42	4	-1.4311	-2.7122	0.00040661	0.0077973	0.0066844	0.13728	0.063508	0.11751	0.15268	0.7983	0.90646	1	-0.8432	-1.5594	0.1632	0.9094	0.1189	0.274
Lck	4	-0.036033	-0.17934	0.96234	0.99318	0.85767	0.99994	0.0089886	0.043889	0.62887	0.98614	0.96499	1	-0.23187	-1.1314	0.82429	0.99344	0.25787	0.45392
Ofcc1	4	0.14766	1.2029	0.25733	0.70402	0.229	0.99994	-0.0057678	-0.046112	0.81947	0.98741	0.96322	1	-0.1898	-1.5171	0.72351	0.98289	0.12923	0.28936
Rasef	4	0.096114	0.64959	0.44437	0.85116	0.51596	0.99994	0.0362	0.23908	0.34145	0.93619	0.81104	1	-0.058601	-0.38695	0.44849	0.95702	0.69879	0.83557
Mark2	4	-0.36265	-1.1294	0.18978	0.6177	0.25875	0.99994	-0.033299	-0.10188	0.80198	0.98741	0.91885	1	-1.5749	-4.8151	0.0048793	0.38976	1.4713e-06	0.00018677
Sugct	4	0.11678	0.46428	0.366	0.80414	0.64244	0.99994	-0.032519	-0.12649	0.81205	0.98741	0.89934	1	-0.39031	-1.516	0.81606	0.99338	0.12951	0.28969
1700012A03Rik	4	0.11143	0.58537	0.38374	0.81601	0.5583	0.99994	0.037869	0.19438	0.32691	0.93395	0.84588	1	-0.15769	-0.80869	0.65133	0.97821	0.4187	0.61556
Col4a6	4	0.015779	0.088764	0.81098	0.97878	0.92927	0.99994	0.062798	0.34646	0.1572	0.80733	0.729	1	-0.59105	-3.2573	0.43731	0.95696	0.0011248	0.013412
Tmod1	4	0.039889	0.10282	0.69789	0.95361	0.91811	0.99994	-0.079181	-0.19908	0.31248	0.93137	0.8422	1	0.31985	0.80468	0.051334	0.74265	0.421	0.61769
Plekhg3	4	-0.1236	-0.43757	0.65154	0.94098	0.6617	0.99994	0.015425	0.053519	0.55202	0.98068	0.95732	1	-1.1471	-3.9677	0.042135	0.72087	7.2567e-05	0.0023989
Rasip1	4	0.086844	0.31021	0.48234	0.87148	0.7564	0.99994	-0.13178	-0.46046	0.07263	0.64167	0.64519	1	-1.3766	-4.7938	0.012808	0.49328	1.6365e-06	0.0002064
Efcab9	4	0.16753	0.6575	0.20102	0.63165	0.51086	0.99994	-0.019696	-0.07571	0.98465	0.99825	0.93965	1	-0.98114	-3.7664	0.089454	0.82251	0.00016564	0.0040425
Hoxd10	4	-0.07785	-0.23033	0.80529	0.97724	0.81784	0.99994	-0.070177	-0.20338	0.38511	0.94041	0.83884	1	-0.79074	-2.2895	0.20305	0.92895	0.022047	0.089625
Il2	4	0.12809	0.49447	0.32498	0.77306	0.62098	0.99994	0.055465	0.20924	0.19837	0.84792	0.83426	1	-0.31092	-1.1714	0.99451	0.99908	0.24145	0.43447
Stpg3	4	-0.055812	-0.23794	0.88737	0.98874	0.81193	0.99994	-0.10174	-0.4257	0.17413	0.82233	0.67032	1	-0.30893	-1.2913	0.99934	0.99969	0.19659	0.38047
Crispld2	4	0.097824	0.47048	0.43832	0.84927	0.63801	0.99994	0.02775	0.13082	0.42023	0.95871	0.89592	1	-0.13262	-0.62504	0.59598	0.97041	0.53194	0.71167
Spata45	4	0.209	0.83559	0.10724	0.45738	0.40339	0.99994	0.0093842	0.036663	0.62368	0.98614	0.97075	1	-0.57934	-2.2587	0.45367	0.95804	0.023901	0.094619
Zfp251	4	0.062107	0.43282	0.59421	0.92727	0.66514	0.99994	-0.09386	-0.64038	0.21601	0.85962	0.52193	1	-0.20905	-1.4245	0.76895	0.98651	0.15432	0.3251
Atxn3	4	0.021293	0.23584	0.7848	0.97315	0.81355	0.99994	0.0071314	0.077636	0.65255	0.98741	0.93812	1	-0.16272	-1.7712	0.66313	0.979	0.076532	0.20357
Olfr847	4	0.14065	0.50542	0.27975	0.72843	0.61327	0.99994	-0.017927	-0.062934	0.9907	0.99898	0.94982	1	-0.15412	-0.54038	0.64351	0.97668	0.58893	0.75669
Hmbs	4	-1.5229	-2.709	0.00030496	0.006263	0.0067491	0.13847	-0.90682	-1.5904	0	0	0.11175	1	0.519	0.91014	0.014435	0.50534	0.36275	0.56206
Cap1	4	-0.64732	-1.4189	0.037001	0.24146	0.15594	0.99994	-0.22657	-0.48676	0.003202	0.1119	0.62643	1	-0.69944	-1.5015	0.29418	0.93533	0.13322	0.29476
Prmt9	4	-0.1307	-0.47513	0.63156	0.93862	0.63469	0.99994	-0.026189	-0.092834	0.89814	0.99524	0.92604	1	0.1647	0.58442	0.14323	0.89755	0.55893	0.73231
Rbm45	4	-0.079028	-0.34527	0.80066	0.9762	0.72989	0.99994	-0.029807	-0.12793	0.84854	0.98898	0.8982	1	-1.1565	-4.9595	0.040661	0.71965	7.0659e-07	0.00010642
Ticam1	4	-0.25739	-0.83798	0.33698	0.77946	0.40204	0.99994	0.030657	0.097466	0.39105	0.94416	0.92236	1	-0.42038	-1.333	0.74928	0.9852	0.18253	0.3626
Gdf5	4	0.13525	0.39375	0.29759	0.74539	0.69377	0.99994	-0.041312	-0.11726	0.70175	0.98741	0.90666	1	-0.80373	-2.2636	0.19243	0.92481	0.023597	0.093842
Amz2	4	0.12521	0.63227	0.33347	0.77811	0.52721	0.99994	0.014578	0.071974	0.5628	0.98191	0.94262	1	-0.43823	-2.1585	0.71141	0.98266	0.030892	0.11177
1500015O10Rik	4	0.10387	0.67424	0.41494	0.83752	0.50016	0.99994	0.066608	0.42278	0.1385	0.78417	0.67245	1	-0.60742	-3.8438	0.41184	0.95255	0.00012113	0.0033099
Rapgefl1	4	0.042307	0.1692	0.68605	0.94996	0.86564	0.99994	0.061907	0.24312	0.16163	0.80857	0.80791	1	-0.26143	-1.0264	0.89083	0.99858	0.30468	0.50426
Faxc	4	-0.027446	-0.074145	0.99964	0.99975	0.9409	0.99994	0.011783	0.030993	0.59654	0.98614	0.97527	1	-0.80561	-2.1004	0.19105	0.92481	0.035694	0.12327
Zfp850	4	0.0024855	0.007422	0.87044	0.98808	0.99408	0.99994	0.12918	0.37649	0.010572	0.24791	0.70655	1	-0.79915	-2.3237	0.19543	0.92481	0.02014	0.084521
Pdcd5	4	-0.47854	-1.6869	0.094689	0.42857	0.09162	0.90962	0.012659	0.043886	0.58643	0.98614	0.965	1	-0.29627	-1.0268	0.97144	0.99908	0.30449	0.50407
Zfp451	4	-0.062294	-0.25312	0.86409	0.98728	0.80018	0.99994	0.010016	0.039969	0.61652	0.98614	0.96812	1	-1.1575	-4.6148	0.040508	0.71965	3.9356e-06	0.00037407
Agbl2	4	-0.11388	-0.5157	0.68224	0.94929	0.60606	0.99994	-0.12829	-0.56922	0.080661	0.66485	0.56921	1	-0.48746	-2.1598	0.61052	0.97171	0.03079	0.11161
Mettl15	4	0.17459	0.95829	0.18272	0.6086	0.33792	0.99994	-0.01261	-0.067545	0.9171	0.99601	0.94615	1	-0.23737	-1.2688	0.83771	0.99453	0.20453	0.39057
Pcdh7	4	0.001217	0.0047992	0.87609	0.98808	0.99617	0.99994	-0.0043565	-0.016684	0.80127	0.98741	0.98669	1	0.50429	1.9358	0.015959	0.53311	0.052894	0.15935
Tmx3	4	0.15244	0.98633	0.24259	0.68689	0.32397	0.99994	0.031893	0.20233	0.38018	0.94034	0.83966	1	-0.033268	-0.21103	0.4002	0.9494	0.83286	0.92251
Hyal3	4	-0.083495	-0.38125	0.7846	0.97315	0.70302	0.99994	-0.10245	-0.45773	0.16966	0.81834	0.64715	1	-0.26617	-1.1876	0.90196	0.99908	0.235	0.42711
