id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Fam78a	4	0.025987	0.07594	0.781003	1769	1	0.29567	0.66814	0.66796	1.0	12316	0	0.29567
Olfr340	4	0.026017	0.076001	0.781003	1770	3	-1.6599	0.090139	0.11285	1.0	2029	1	-1.6599
Timm21	4	0.026024	0.07601	0.781003	1771	2	-1.0817	0.58352	0.58314	1.0	10757	0	-1.0817
Hcfc2	3	0.026027	0.066037	0.763007	1772	3	-0.86351	0.97397	0.97409	1.0	18453	0	-0.86351
Gtf2h2	3	0.026027	0.066037	0.763007	1773	3	-1.1431	0.97397	0.97409	1.0	18452	0	-1.1431
Abracl	4	0.026119	0.076212	0.781003	1774	2	-0.20624	0.58171	0.58129	1.0	10720	0	-0.20624
Efemp2	4	0.026119	0.076212	0.781003	1775	1	0.61752	0.13801	0.15235	1.0	2750	1	0.61752
Glycam1	4	0.026119	0.076212	0.781003	1776	1	-0.064432	0.69973	0.69947	1.0	12951	0	-0.064432
Vapa	4	0.026153	0.076291	0.781003	1777	3	-1.4608	0.95971	0.9597	1.0	18130	0	-1.4608
Ncoa2	4	0.026178	0.076353	0.781003	1778	3	-1.7037	0.92814	0.92832	1.0	17435	0	-1.7037
Pex6	4	0.026208	0.076418	0.781003	1779	3	-1.4126	0.21986	0.22392	1.0	4084	1	-1.4126
Dpp6	4	0.026217	0.076436	0.781003	1780	2	-1.0369	0.39986	0.39969	1.0	7328	0	-1.0369
Foxa2	4	0.026224	0.076452	0.781003	1781	2	-0.68259	0.46629	0.46605	1.0	8540	0	-0.68259
Senp2	4	0.026228	0.07646	0.781003	1782	3	-1.2311	0.95402	0.95399	1.0	18000	0	-1.2311
Gbp9	4	0.026329	0.076667	0.78167	1783	1	0.060646	0.8184	0.81831	1.0	15167	0	0.060646
Bfsp1	4	0.026334	0.076677	0.78167	1784	3	-1.3337	0.5779	0.57746	1.0	10654	0	-1.3337
Gm13279	4	0.026352	0.076707	0.78167	1785	3	-1.4309	0.9728	0.97293	1.0	18426	0	-1.4309
Fam189a2	4	0.026362	0.076729	0.78167	1786	3	-1.4949	0.9148	0.91486	1.0	17182	0	-1.4949
Ormdl2	4	0.026372	0.076754	0.78167	1787	3	-1.4936	0.6856	0.68542	1.0	12664	0	-1.4936
Hmgcl	4	0.026382	0.076774	0.78167	1788	2	-0.59597	0.88824	0.88818	1.0	16600	0	-0.59597
Olfr1200	4	0.026415	0.076848	0.78167	1789	2	-1.3015	0.061764	0.090186	1.0	1641	1	-1.3015
Zfp617	3	0.02643	0.067006	0.766705	1790	1	-0.26564	0.7084	0.70842	1.0	13095	0	-0.26564
Olfr290	4	0.026459	0.076928	0.782066	1791	2	-1.1705	0.6549	0.65466	1.0	12074	0	-1.1705
Hcfc1	2	0.02646	0.048546	0.722199	1792	2	-0.96911	0.97354	0.97367	1.0	18442	0	-0.96911
Kctd14	4	0.026487	0.076982	0.782202	1793	1	0.4044	0.22599	0.22953	1.0	4190	1	0.4044
Whsc1l1	4	0.026539	0.077081	0.782212	1794	3	-1.1662	0.96747	0.96749	1.0	18316	0	-1.1662
Epb41l1	4	0.026552	0.07711	0.782212	1795	3	-1.7282	0.7164	0.71605	1.0	13264	0	-1.7282
Nudt21	2	0.026586	0.048793	0.722579	1796	2	-0.74932	0.97341	0.97354	1.0	18439	0	-0.74932
Prickle1	4	0.026592	0.077194	0.782212	1797	3	-0.82996	0.42251	0.42227	1.0	7751	0	-0.82996
Plekhg1	4	0.026671	0.077363	0.782501	1798	1	1.1425	0.0057769	0.012757	0.796951	298	2	1.1425
Tssc1	2	0.026702	0.048998	0.724511	1799	2	-0.96699	0.9733	0.97343	1.0	18437	0	-0.96699
Mina	4	0.026715	0.077461	0.782501	1800	3	-1.189	0.76652	0.76623	1.0	14187	0	-1.189
Tubgcp5	4	0.026726	0.077486	0.782501	1801	2	-0.79844	0.032522	0.058488	1.0	1077	2	-0.79844
Olfr1381	4	0.026763	0.07756	0.782501	1802	3	-1.4576	0.38075	0.38034	1.0	6974	0	-1.4576
Tgfbr2	4	0.02677	0.077572	0.782501	1803	3	-1.2019	0.33972	0.33919	1.0	6221	0	-1.2019
F3	4	0.026776	0.077581	0.782501	1804	2	-0.32965	0.23094	0.23406	1.0	4267	1	-0.32965
Spin4	4	0.026812	0.077655	0.782501	1805	3	-1.3671	0.65061	0.65041	1.0	11997	0	-1.3671
Ddah1	4	0.026814	0.077659	0.782501	1806	2	-0.91126	0.55654	0.55597	1.0	10251	0	-0.91126
Nsa2	2	0.026841	0.049246	0.725963	1807	2	-0.98679	0.97316	0.9733	1.0	18435	0	-0.98679
Sema3a	4	0.026881	0.07779	0.783193	1808	1	-0.20229	0.58978	0.58944	1.0	10874	0	-0.20229
Rsph3b	4	0.026906	0.077845	0.783193	1809	3	-1.6934	0.94149	0.94154	1.0	17724	0	-1.6934
Dagla	4	0.026981	0.077984	0.783193	1810	3	-1.5392	0.86315	0.86299	1.0	16090	0	-1.5392
Slc9a3	4	0.026986	0.077998	0.783193	1811	2	-0.16772	0.55268	0.55214	1.0	10179	0	-0.16772
2300002M23Rik	4	0.026986	0.077998	0.783193	1812	2	-0.99374	0.83235	0.83226	1.0	15440	0	-0.99374
Unc93a	4	0.027011	0.07804	0.783193	1813	3	-1.2763	0.92164	0.92181	1.0	17317	0	-1.2763
Cops5	3	0.027023	0.068407	0.771766	1814	2	-0.57577	0.84407	0.8441	1.0	15680	0	-0.57577
Vmn1r17	4	0.027024	0.078071	0.783193	1815	2	-1.133	0.71112	0.71074	1.0	13150	0	-1.133
Zfp467	4	0.027037	0.078092	0.783193	1816	3	-1.575	0.43643	0.43618	1.0	7996	0	-1.575
Ercc4	4	0.027065	0.078156	0.783429	1817	2	-0.55021	0.16059	0.17159	1.0	3116	1	-0.55021
Ttc1	3	0.027119	0.068607	0.772527	1818	3	-1.1846	0.97288	0.973	1.0	18430	0	-1.1846
Vmn1r197	4	0.027122	0.078266	0.783766	1819	2	-1.2753	0.65526	0.65504	1.0	12080	0	-1.2753
Csmd3	4	0.027124	0.078271	0.783766	1820	3	-1.4472	0.95834	0.95833	1.0	18098	0	-1.4472
Slc25a28	4	0.027145	0.078319	0.783837	1821	3	-1.5319	0.17076	0.18039	1.0	3282	1	-1.5319
Ppih	3	0.027161	0.068719	0.772527	1822	3	-1.3677	0.97085	0.97097	1.0	18382	0	-1.3677
Olfr385	4	0.027197	0.078424	0.783908	1823	2	-0.37767	0.95965	0.95964	1.0	18127	0	-0.37767
Fmc1	4	0.02725	0.07853	0.783908	1824	3	-1.5027	0.69226	0.69204	1.0	12800	0	-1.5027
Tapbp	4	0.027269	0.078569	0.783908	1825	3	-1.5324	0.74391	0.74355	1.0	13770	0	-1.5324
Plcb2	4	0.027289	0.078615	0.783964	1826	3	-1.2926	0.68191	0.68173	1.0	12591	0	-1.2926
Kcne4	4	0.027328	0.078686	0.784259	1827	2	-0.41446	0.72162	0.72134	1.0	13357	0	-0.41446
Orc2	3	0.027372	0.069212	0.773328	1828	3	-1.1599	0.97263	0.97276	1.0	18422	0	-1.1599
Zfp935	4	0.027413	0.078845	0.785447	1829	3	-1.3939	0.78304	0.78284	1.0	14482	0	-1.3939
Rgn	4	0.027447	0.078914	0.785526	1830	2	-1.4724	0.38639	0.38607	1.0	7080	0	-1.4724
Smc1a	2	0.027462	0.050375	0.727615	1831	2	-0.95767	0.97254	0.97267	1.0	18419	0	-0.95767
Terf2	3	0.027478	0.069446	0.773328	1832	3	-0.74369	0.97252	0.97265	1.0	18418	0	-0.74369
Pck1	4	0.027486	0.078994	0.785526	1833	2	-0.83716	0.67929	0.67913	1.0	12531	0	-0.83716
Oxnad1	4	0.027538	0.079104	0.785526	1834	2	-0.13639	0.11282	0.13137	1.0	2372	1	-0.13639
Olfr1474	4	0.027591	0.079207	0.785526	1835	1	-0.11506	0.37232	0.37192	1.0	6815	0	-0.11506
Ubn1	4	0.027647	0.079329	0.785526	1836	3	-1.5917	0.15071	0.1631	1.0	2951	1	-1.5917
Dusp11	3	0.027667	0.069884	0.773328	1837	2	-1.1275	0.94426	0.94445	1.0	17783	0	-1.1275
Apitd1	4	0.027669	0.07937	0.785526	1838	2	-0.46509	0.40216	0.40202	1.0	7374	0	-0.46509
Spi1	4	0.027689	0.079421	0.785526	1839	3	-1.3079	0.79849	0.7984	1.0	14783	0	-1.3079
Insl3	4	0.027694	0.079429	0.785526	1840	3	-1.3524	0.76729	0.76704	1.0	14201	0	-1.3524
1700022I11Rik	4	0.027699	0.079442	0.785526	1841	3	-1.3635	0.82483	0.82475	1.0	15302	0	-1.3635
Hbb-bh1	4	0.027749	0.079547	0.785526	1842	1	0.67931	0.35735	0.35689	1.0	6533	0	0.67931
Tia1	4	0.027751	0.079552	0.785526	1843	3	-1.494	0.96018	0.96017	1.0	18141	0	-1.494
Chmp4c	4	0.027756	0.079563	0.785526	1844	3	-1.2447	0.95065	0.95066	1.0	17935	0	-1.2447
Mrpl53	2	0.027792	0.050965	0.730499	1845	2	-0.95508	0.97221	0.97234	1.0	18411	0	-0.95508
Nubpl	4	0.027793	0.079653	0.785526	1846	3	-1.413	0.95205	0.95206	1.0	17964	0	-1.413
Adig	4	0.027793	0.079653	0.785526	1847	2	-0.57438	0.027378	0.04979	1.0	924	2	-0.57438
C1qtnf4	4	0.027801	0.07967	0.785526	1848	2	0.011227	0.14619	0.15927	1.0	2873	1	0.011227
Krt78	4	0.027809	0.079685	0.785526	1849	3	-1.365	0.85361	0.85344	1.0	15883	0	-1.365
Mrps5	2	0.02781	0.050995	0.730499	1850	2	-0.95483	0.97219	0.97232	1.0	18409	0	-0.95483
Natd1	4	0.02788	0.079818	0.785526	1851	2	-0.14472	0.54654	0.54601	1.0	10066	0	-0.14472
Pmp2	4	0.027908	0.079869	0.785526	1852	3	-1.2146	0.7732	0.77292	1.0	14309	0	-1.2146
Tmem144	4	0.027913	0.079878	0.785526	1853	3	-1.3544	0.94959	0.9496	1.0	17911	0	-1.3544
9130023H24Rik	4	0.027942	0.079927	0.785526	1854	2	-1.2678	0.28382	0.2839	1.0	5177	1	-1.2678
Btbd35f1	3	0.027945	0.070531	0.773328	1855	2	-1.2941	0.85246	0.85246	1.0	15857	0	-1.2941
Magea3	4	0.027959	0.079962	0.785526	1856	3	-0.45566	0.71117	0.71079	1.0	13151	0	-0.45566
Ddx5	4	0.027963	0.079972	0.785526	1857	3	-1.411	0.076413	0.10187	1.0	1841	1	-1.411
Arl4c	4	0.028028	0.080112	0.785642	1858	3	-1.6341	0.65029	0.65009	1.0	11991	0	-1.6341
Hrk	4	0.028037	0.080125	0.785642	1859	1	0.83818	0.40558	0.40535	1.0	7438	0	0.83818
Efl1	4	0.028065	0.080171	0.78569	1860	3	-1.5286	0.49675	0.49639	1.0	9120	0	-1.5286
Aox2	4	0.028116	0.080285	0.786078	1861	2	-0.067354	0.67727	0.67707	1.0	12491	0	-0.067354
Cog7	4	0.02812	0.080292	0.786078	1862	3	-1.3206	0.6619	0.66167	1.0	12210	0	-1.3206
Dnah8	4	0.028206	0.080454	0.786708	1863	2	-0.92333	0.24703	0.24903	1.0	4542	1	-0.92333
Ankle1	4	0.028221	0.080478	0.786708	1864	1	-0.095794	0.87874	0.87866	1.0	16405	0	-0.095794
Clvs1	4	0.028274	0.080589	0.787364	1865	3	-1.3317	0.93263	0.93272	1.0	17526	0	-1.3317
Smg1	3	0.028286	0.071307	0.773328	1866	2	-1.2906	0.69186	0.69177	1.0	12789	0	-1.2906
Gm572	4	0.028326	0.080698	0.787364	1867	1	0.55584	0.10332	0.12349	1.0	2223	1	0.55584
Foxh1	4	0.028379	0.080805	0.787676	1868	2	-0.71249	0.69224	0.69202	1.0	12799	0	-0.71249
Pgm2l1	4	0.028413	0.080877	0.787676	1869	3	-1.301	0.95062	0.95063	1.0	17934	0	-1.301
Tgfbr1	4	0.028431	0.080914	0.787676	1870	1	-0.11025	0.91522	0.91528	1.0	17191	0	-0.11025
Tipin	2	0.02846	0.052121	0.736317	1871	2	-0.94857	0.97154	0.97168	1.0	18398	0	-0.94857
Rad21	3	0.028461	0.07174	0.773328	1872	2	-1.21	0.11938	0.1253	1.0	2478	1	-1.21
Csnk2a2	4	0.02851	0.081056	0.787676	1873	2	-0.32567	0.6172	0.61695	1.0	11391	0	-0.32567
Kctd5	4	0.02851	0.081056	0.787676	1874	2	0.14679	0.055198	0.08505	1.0	1546	1	0.14679
Slc39a6	4	0.028514	0.081066	0.787676	1875	3	-1.2232	0.90108	0.90107	1.0	16878	0	-1.2232
Kitl	3	0.028524	0.071886	0.773328	1876	1	-0.17597	0.65917	0.65912	1.0	12163	0	-0.17597
Setd1a	3	0.02853	0.071903	0.773328	1877	2	-1.2877	0.89774	0.8978	1.0	16802	0	-1.2877
Emc3	4	0.02854	0.081121	0.787808	1878	3	-1.3589	0.47852	0.47831	1.0	8777	0	-1.3589
Strip1	3	0.028551	0.071954	0.773328	1879	3	-0.85147	0.97145	0.9716	1.0	18396	0	-0.85147
Ccnh	2	0.028603	0.052389	0.736976	1880	2	-0.94721	0.9714	0.97152	1.0	18394	0	-0.94721
Mxd4	4	0.028615	0.081276	0.788924	1881	3	-0.54489	0.75546	0.75524	1.0	13985	0	-0.54489
Olfr330	4	0.028647	0.08134	0.788925	1882	3	-1.2355	0.85834	0.85812	1.0	15985	0	-1.2355
Trib3	4	0.028695	0.08144	0.788925	1883	3	-1.1574	0.83258	0.8325	1.0	15444	0	-1.1574
Klhl38	4	0.028783	0.081622	0.789405	1884	2	-1.2804	0.72344	0.7232	1.0	13394	0	-1.2804
Tas2r139	4	0.028825	0.081722	0.789405	1885	3	-1.0097	0.22088	0.22484	1.0	4101	1	-1.0097
Tbx18	4	0.028825	0.081722	0.789405	1886	1	-0.11162	0.43398	0.43376	1.0	7955	0	-0.11162
Larp1	4	0.028831	0.081734	0.789405	1887	3	-1.6486	0.8953	0.89525	1.0	16762	0	-1.6486
Tars	2	0.028846	0.052815	0.738311	1888	2	-0.90195	0.97115	0.97127	1.0	18389	0	-0.90195
Arglu1	4	0.028908	0.081887	0.790084	1889	3	-1.1601	0.66278	0.6625	1.0	12219	0	-1.1601
Nop9	3	0.028912	0.072793	0.775003	1890	2	-1.2826	0.62556	0.62569	1.0	11533	0	-1.2826
Sema6b	4	0.028957	0.08199	0.790084	1891	1	0.12184	0.47677	0.47654	1.0	8745	0	0.12184
Lamc3	4	0.028967	0.082013	0.790084	1892	3	-1.3339	0.97599	0.97616	1.0	18505	0	-1.3339
Fdps	4	0.028978	0.082035	0.790084	1893	3	-1.5453	0.88345	0.88337	1.0	16503	0	-1.5453
Espn	4	0.028985	0.08205	0.790084	1894	3	-1.618	0.19077	0.19789	1.0	3599	1	-1.618
Tmem222	4	0.029009	0.0821	0.790169	1895	1	0.94586	0.014465	0.027876	0.945536	549	2	0.94586
Cox19	4	0.029066	0.082213	0.790418	1896	2	-0.56323	0.0072523	0.015342	0.813567	350	1	-0.56323
Itpkc	4	0.02908	0.082248	0.790418	1897	3	-1.4115	0.080451	0.10511	1.0	1898	1	-1.4115
Ep300	3	0.029107	0.073259	0.775495	1898	3	-0.94993	0.97089	0.97101	1.0	18383	0	-0.94993
Rbl1	4	0.029114	0.082317	0.790595	1899	1	0.41618	0.058486	0.087626	1.0	1592	1	0.41618
Stoml2	4	0.029147	0.082394	0.790595	1900	2	-1.0378	0.49482	0.49448	1.0	9082	0	-1.0378
Fam102b	4	0.029166	0.082437	0.790595	1901	3	-1.2421	0.48566	0.48543	1.0	8911	0	-1.2421
Pex11a	4	0.029193	0.082489	0.790595	1902	1	0.21178	0.26806	0.26878	1.0	4907	1	0.21178
Armcx3	4	0.029197	0.082495	0.790595	1903	3	-1.487	0.81663	0.81654	1.0	15135	0	-1.487
Tfg	4	0.029248	0.0826	0.790595	1904	3	-1.641	0.46259	0.46236	1.0	8478	0	-1.641
Insl5	4	0.029279	0.082655	0.790595	1905	2	-0.55806	0.016198	0.030922	0.959595	602	2	-0.55806
Taar7b	4	0.029289	0.082671	0.790595	1906	3	-1.4397	0.89475	0.8947	1.0	16746	0	-1.4397
Nfyc	2	0.029299	0.053612	0.743711	1907	2	-1.0251	0.9707	0.97081	1.0	18379	0	-1.0251
Morf4l2	4	0.029329	0.08276	0.790595	1908	2	-1.2198	0.70706	0.70675	1.0	13076	0	-1.2198
Adssl1	4	0.029339	0.082781	0.790595	1909	2	-0.88973	0.13392	0.14882	1.0	2692	1	-0.88973
Cdnf	4	0.02935	0.082798	0.790595	1910	1	0.20968	0.3875	0.38719	1.0	7100	0	0.20968
Upk1a	4	0.02935	0.082798	0.790595	1911	1	0.12462	0.11478	0.13295	1.0	2400	1	0.12462
Cdk11b	3	0.029466	0.07409	0.777338	1912	2	-1.2769	0.94269	0.94287	1.0	17748	0	-1.2769
Ldah	4	0.029508	0.083118	0.791454	1913	3	-0.86274	0.97227	0.9724	1.0	18414	0	-0.86274
Snrpb2	3	0.029562	0.074307	0.777903	1914	3	-1.2763	0.94734	0.94758	1.0	17858	0	-1.2763
Olfr239	4	0.029574	0.083262	0.791454	1915	2	-1.2354	0.89631	0.89627	1.0	16780	0	-1.2354
Mfsd11	4	0.029574	0.083262	0.791454	1916	3	-1.4067	0.9712	0.97129	1.0	18390	0	-1.4067
Sephs2	4	0.029574	0.083262	0.791454	1917	3	-1.5512	0.13378	0.14871	1.0	2690	1	-1.5512
Stk40	4	0.029574	0.083262	0.791454	1918	2	-1.1681	0.9071	0.90709	1.0	17007	0	-1.1681
Tpst1	4	0.029574	0.083262	0.791454	1919	2	-1.3129	0.17681	0.18561	1.0	3376	1	-1.3129
Tollip	4	0.029576	0.083268	0.791454	1920	3	-1.5664	0.67107	0.67087	1.0	12373	0	-1.5664
Lcn5	4	0.029586	0.083288	0.791454	1921	2	-0.90221	0.82837	0.82829	1.0	15368	0	-0.90221
Prl2c2	4	0.029593	0.083298	0.791454	1922	3	-1.4084	0.94813	0.94814	1.0	17884	0	-1.4084
Rab1a	4	0.029681	0.083475	0.792378	1923	2	-1.0286	0.00045611	0.0013394	0.261676	93	1	-1.0286
Copz1	3	0.029702	0.074632	0.777903	1924	3	-0.91973	0.9703	0.97044	1.0	18375	0	-0.91973
Xlr3c	4	0.029757	0.083626	0.793404	1925	2	-1.1283	0.67837	0.67819	1.0	12510	0	-1.1283
Cpvl	4	0.029796	0.083723	0.793761	1926	3	-1.4631	0.1258	0.14205	1.0	2561	1	-1.4631
Rnf217	4	0.029816	0.083759	0.793761	1927	3	-1.2871	0.97764	0.9778	1.0	18542	0	-1.2871
Lama1	4	0.029854	0.08383	0.79378	1928	3	-1.2679	0.8055	0.80539	1.0	14933	0	-1.2679
Haus7	2	0.029918	0.054677	0.744331	1929	2	-0.93458	0.97008	0.97021	1.0	18365	0	-0.93458
Cmpk1	2	0.029918	0.054677	0.744331	1930	2	-0.93458	0.97008	0.97021	1.0	18366	0	-0.93458
1600012H06Rik	4	0.029954	0.084029	0.794883	1931	1	0.26202	0.651	0.6508	1.0	12003	0	0.26202
Slc12a7	4	0.030007	0.08415	0.795274	1932	3	-1.2749	0.89556	0.8955	1.0	16767	0	-1.2749
Casp1	4	0.030032	0.084208	0.795274	1933	2	-0.23183	0.45101	0.45075	1.0	8273	0	-0.23183
Plekhg3	4	0.030032	0.084208	0.795274	1934	3	-0.89001	0.94408	0.94415	1.0	17781	0	-0.89001
Zfp292	4	0.030078	0.084292	0.795274	1935	3	-1.3152	0.72723	0.72695	1.0	13466	0	-1.3152
Nlrp4a	4	0.030147	0.084439	0.795274	1936	2	-1.1838	0.40117	0.40103	1.0	7358	0	-1.1838
Olfr765	4	0.030163	0.084471	0.795274	1937	1	0.34073	0.34485	0.34433	1.0	6306	0	0.34073
Nr2c2	4	0.030163	0.084471	0.795274	1938	1	0.72257	0.40736	0.40713	1.0	7469	0	0.72257
Pclo	4	0.030168	0.084482	0.795274	1939	2	-1.3912	0.91712	0.91719	1.0	17225	0	-1.3912
Lce1k	4	0.030232	0.084618	0.7957	1940	3	-1.1894	0.96934	0.96936	1.0	18346	0	-1.1894
Wdr3	1	0.030269	0.030166	0.626486	1941	1	-0.5961	0.96973	0.9699	1.0	18358	0	-0.5961
Mrpl39	2	0.03034	0.05541	0.745196	1942	2	-0.93023	0.96966	0.9698	1.0	18355	0	-0.93023
Ppm1a	4	0.030348	0.084857	0.7957	1943	2	-0.92401	0.44268	0.44248	1.0	8113	0	-0.92401
Fam49b	4	0.030348	0.084857	0.7957	1944	2	-1.0805	0.22324	0.22703	1.0	4143	1	-1.0805
Nutm1	4	0.030373	0.084917	0.7957	1945	1	0.70589	0.22643	0.22992	1.0	4199	1	0.70589
Cldn34d	4	0.030373	0.084917	0.7957	1946	3	-1.2721	0.86991	0.86975	1.0	16237	0	-1.2721
Tff2	4	0.03042	0.085009	0.795972	1947	2	-1.1994	0.93275	0.93283	1.0	17528	0	-1.1994
Prl7c1	4	0.03048	0.085129	0.796066	1948	3	-1.1552	0.47977	0.47956	1.0	8799	0	-1.1552
Dpp4	4	0.030529	0.085229	0.796066	1949	3	-1.6432	0.9552	0.95519	1.0	18022	0	-1.6432
Kcp	4	0.030531	0.085235	0.796066	1950	1	0.049271	0.18319	0.19123	1.0	3479	1	0.049271
Myo1b	4	0.030531	0.085235	0.796066	1951	2	-0.44415	0.16111	0.17203	1.0	3124	1	-0.44415
Pgrmc1	4	0.030635	0.085456	0.796066	1952	1	0.18605	0.15124	0.16353	1.0	2961	1	0.18605
Krt88	4	0.030641	0.085466	0.796066	1953	3	-1.5598	0.91458	0.91463	1.0	17180	0	-1.5598
Slco6d1	4	0.030646	0.085479	0.796066	1954	3	-1.3717	0.6903	0.69009	1.0	12760	0	-1.3717
Nol12	3	0.030669	0.076828	0.78167	1955	3	-0.63293	0.96933	0.9695	1.0	18345	0	-0.63293
Pitpnc1	4	0.030752	0.085696	0.796066	1956	3	-1.1564	0.61639	0.61612	1.0	11375	0	-1.1564
Hook3	4	0.030757	0.085706	0.796066	1957	3	-1.2365	0.89105	0.89101	1.0	16658	0	-1.2365
Lca5	4	0.030785	0.085761	0.796066	1958	3	-1.5913	0.31666	0.31624	1.0	5790	0	-1.5913
Snrpc	3	0.030811	0.077149	0.782212	1959	2	-1.3776	0.33901	0.33884	1.0	6208	0	-1.3776
Hat1	4	0.030814	0.085811	0.796066	1960	2	-1.0198	0.76996	0.7697	1.0	14247	0	-1.0198
Art1	4	0.030819	0.085824	0.796066	1961	2	-0.49107	0.86131	0.86109	1.0	16050	0	-0.49107
Adcyap1r1	4	0.030819	0.085824	0.796066	1962	1	-0.21134	0.80508	0.80495	1.0	14925	0	-0.21134
Cacnb3	4	0.030819	0.085824	0.796066	1963	1	0.093469	0.68988	0.68967	1.0	12754	0	0.093469
Cog2	3	0.030847	0.077232	0.782212	1964	3	-0.78164	0.96915	0.96932	1.0	18342	0	-0.78164
Slu7	3	0.030847	0.077232	0.782212	1965	3	-1.2302	0.96915	0.96932	1.0	18343	0	-1.2302
Bnc2	4	0.030849	0.085884	0.796066	1966	3	-1.2813	0.033777	0.060556	1.0	1115	1	-1.2813
Mrps30	4	0.030849	0.085884	0.796066	1967	3	-1.279	0.65678	0.65661	1.0	12108	0	-1.279
Ndufs2	1	0.03086	0.030748	0.629455	1968	1	-0.5961	0.96914	0.9693	1.0	18341	0	-0.5961
Esco2	3	0.03086	0.077266	0.782212	1969	3	-1.261	0.96371	0.96392	1.0	18225	0	-1.261
Svs3b	4	0.030947	0.086108	0.797174	1970	3	-1.3859	0.70305	0.70274	1.0	13006	0	-1.3859
Tcf25	4	0.030954	0.086127	0.797174	1971	3	-1.5746	0.85871	0.85848	1.0	15996	0	-1.5746
BC052040	2	0.030976	0.056535	0.746814	1972	2	-0.92507	0.96902	0.96918	1.0	18338	0	-0.92507
Depdc1b	4	0.031002	0.086218	0.79725	1973	1	-0.1713	0.44434	0.44412	1.0	8139	0	-0.1713
Iqca	4	0.031002	0.086218	0.79725	1974	3	-0.8619	0.96537	0.96539	1.0	18268	0	-0.8619
Dr1	2	0.031071	0.056699	0.746938	1975	2	-0.88997	0.96893	0.96909	1.0	18337	0	-0.88997
Olfr1303	4	0.031074	0.086365	0.798223	1976	2	-1.0751	0.83237	0.83229	1.0	15441	0	-1.0751
Olfr1217	4	0.03111	0.086444	0.79857	1977	3	-1.6278	0.96417	0.96419	1.0	18240	0	-1.6278
Usp16	3	0.031133	0.077891	0.783193	1978	2	-1.1923	0.015437	0.028673	0.946685	579	1	-1.1923
Piezo1	4	0.031141	0.086503	0.798701	1979	2	-1.055	0.33818	0.33766	1.0	6192	0	-1.055
Nodal	4	0.03116	0.08654	0.798701	1980	2	-1.1308	0.95075	0.95075	1.0	17939	0	-1.1308
Gas2l2	4	0.031225	0.086667	0.798756	1981	2	-1.2578	0.65019	0.64999	1.0	11988	0	-1.2578
Efcab9	4	0.031264	0.08675	0.798756	1982	3	-0.94872	0.93295	0.93304	1.0	17535	0	-0.94872
Vhl	1	0.031269	0.031163	0.62984	1983	1	-0.5961	0.96873	0.9689	1.0	18333	0	-0.5961
Aanat	4	0.031317	0.086847	0.798756	1984	2	-0.71406	0.3159	0.31547	1.0	5774	0	-0.71406
Serpine1	4	0.031369	0.086945	0.798756	1985	3	-1.4947	0.87128	0.87116	1.0	16267	0	-1.4947
Krtap5-3	3	0.031385	0.078443	0.783908	1986	3	-1.2551	0.96186	0.96207	1.0	18183	0	-1.2551
Slc43a3	4	0.031422	0.087047	0.798756	1987	1	-0.20629	0.083421	0.10749	1.0	1940	1	-0.20629
Chst11	4	0.031423	0.087049	0.798756	1988	3	-1.2845	0.97445	0.97458	1.0	18462	0	-1.2845
Prpf38a	3	0.031424	0.078522	0.783908	1989	2	-0.92487	0.90891	0.90896	1.0	17047	0	-0.92487
Slc22a28	4	0.031479	0.087161	0.798756	1990	3	-1.6409	0.55678	0.55621	1.0	10257	0	-1.6409
Vmn1r233	4	0.0315	0.0872	0.798756	1991	2	-0.36589	0.59566	0.59533	1.0	10973	0	-0.36589
Mkln1	4	0.031523	0.087249	0.798756	1992	3	-1.5528	0.45746	0.45725	1.0	8387	0	-1.5528
Ngly1	4	0.031523	0.087249	0.798756	1993	3	-1.5507	0.44562	0.44542	1.0	8164	0	-1.5507
Bcl9	4	0.031523	0.087249	0.798756	1994	2	-1.0461	0.73518	0.73479	1.0	13606	0	-1.0461
Tyw3	4	0.031579	0.087358	0.799359	1995	2	-0.27922	0.8999	0.89986	1.0	16856	0	-0.27922
Ranbp1	3	0.031612	0.078975	0.785526	1996	3	-0.94094	0.96839	0.96857	1.0	18330	0	-0.94094
Bfar	4	0.031684	0.087555	0.800044	1997	1	0.39795	0.22342	0.2272	1.0	4148	1	0.39795
Olfr678	4	0.031684	0.087555	0.800044	1998	2	-0.41865	0.4533	0.45305	1.0	8314	0	-0.41865
Bag5	4	0.031802	0.087771	0.801118	1999	3	-1.2344	0.9465	0.94651	1.0	17837	0	-1.2344
Sprr2f	4	0.031813	0.087797	0.801118	2000	3	-1.5044	0.48556	0.48533	1.0	8909	0	-1.5044
Mxra7	4	0.031841	0.087849	0.801212	2001	1	0.55819	0.43956	0.43932	1.0	8056	0	0.55819
Olfr218	4	0.031919	0.088004	0.802249	2002	1	-0.27338	0.77306	0.77279	1.0	14304	0	-0.27338
Olfr1431	4	0.031949	0.088057	0.802356	2003	2	-0.46022	0.016931	0.032162	0.970595	622	2	-0.46022
Zbtb11	3	0.03196	0.079769	0.785526	2004	2	-1.2472	0.37048	0.3704	1.0	6778	0	-1.2472
